Gene	TF	Start	End
Glyma.17G239200.1	ATHB-12	980.0	987.0
Glyma.17G239200.1	ATHB-12	546.0	553.0
Glyma.17G239200.1	ATHB-13	1311.0	1318.0
Glyma.17G239200.1	ATHB-15	1310.0	1322.0
Glyma.17G239200.1	ATHB-16	1311.0	1318.0
Glyma.17G239200.1	ATHB-20	1090.0	1097.0
Glyma.17G239200.1	ATHB-20	1094.0	1101.0
Glyma.17G239200.1	ATHB-20	1200.0	1207.0
Glyma.17G239200.1	ATHB-20	1311.0	1318.0
Glyma.17G239200.1	ATHB-40	1310.0	1320.0
Glyma.17G239200.1	ATHB-53	1090.0	1098.0
Glyma.17G239200.1	ATHB-53	1093.0	1101.0
Glyma.17G239200.1	ATHB-53	1199.0	1207.0
Glyma.17G239200.1	ATHB-53	1310.0	1318.0
Glyma.17G239200.1	ATHB-6	981.0	987.0
Glyma.17G239200.1	ATHB-7	978.0	988.0
Glyma.17G239200.1	ATHB-X	1093.0	1101.0
Glyma.17G239200.1	ATHB-X	1310.0	1318.0
Glyma.17G239200.1	ATHB-X	1090.0	1098.0
Glyma.17G239200.1	AZF1	108.0	116.0
Glyma.17G239200.1	AZF1	1502.0	1510.0
Glyma.17G239200.1	BPC1	653.0	676.0
Glyma.17G239200.1	BPC1	1949.0	1976.0
Glyma.17G239200.1	BPC5	652.0	681.0
Glyma.17G239200.1	BPC5	1944.0	1985.0
Glyma.17G239200.1	BPC6	1948.0	1976.0
Glyma.17G239200.1	BPC6	796.0	816.0
Glyma.17G239200.1	BZIP2	563.0	575.0
Glyma.17G239200.1	BZIP28	566.0	575.0
Glyma.17G239200.1	BZIP63	566.0	573.0
Glyma.17G239200.1	BZIP68	566.0	575.0
Glyma.17G239200.1	CDF3	9.0	16.0
Glyma.17G239200.1	CDF3	1358.0	1365.0
Glyma.17G239200.1	CDF5	885.0	905.0
Glyma.17G239200.1	CDF5	641.0	672.0
Glyma.17G239200.1	CDF5	1676.0	1705.0
Glyma.17G239200.1	CDF5	1803.0	1823.0
Glyma.17G239200.1	DF1	1381.0	1388.0
Glyma.17G239200.1	DF1	1107.0	1114.0
Glyma.17G239200.1	DF1	1154.0	1161.0
Glyma.17G239200.1	DF1	1221.0	1228.0
Glyma.17G239200.1	DIV1	571.0	581.0
Glyma.17G239200.1	DOF1.5	4.0	19.0
Glyma.17G239200.1	DOF1.5	647.0	662.0
Glyma.17G239200.1	DOF1.5	1682.0	1697.0
Glyma.17G239200.1	DOF1.5	884.0	899.0
Glyma.17G239200.1	DOF1.5	1126.0	1141.0
Glyma.17G239200.1	DOF1.6	9.0	16.0
Glyma.17G239200.1	DOF1.7	386.0	396.0
Glyma.17G239200.1	DOF1.7	446.0	456.0
Glyma.17G239200.1	DOF1.7	663.0	673.0
Glyma.17G239200.1	DOF1.7	1828.0	1838.0
Glyma.17G239200.1	DOF1.7	1132.0	1142.0
Glyma.17G239200.1	DOF2.5	9.0	16.0
Glyma.17G239200.1	DOF3.2	886.0	901.0
Glyma.17G239200.1	DOF3.2	645.0	660.0
Glyma.17G239200.1	DOF3.2	1689.0	1704.0
Glyma.17G239200.1	DOF3.2	1807.0	1822.0
Glyma.17G239200.1	DOF3.4	198.0	214.0
Glyma.17G239200.1	DOF3.4	475.0	491.0
Glyma.17G239200.1	DOF3.4	1120.0	1136.0
Glyma.17G239200.1	DOF3.4	308.0	324.0
Glyma.17G239200.1	DOF3.4	386.0	402.0
Glyma.17G239200.1	DOF3.4	446.0	462.0
Glyma.17G239200.1	DOF3.4	652.0	669.0
Glyma.17G239200.1	DOF3.4	794.0	810.0
Glyma.17G239200.1	DOF3.4	1687.0	1703.0
Glyma.17G239200.1	DOF3.4	1814.0	1830.0
Glyma.17G239200.1	DOF3.6	403.0	423.0
Glyma.17G239200.1	DOF3.6	474.0	495.0
Glyma.17G239200.1	DOF3.6	885.0	905.0
Glyma.17G239200.1	DOF3.6	1095.0	1123.0
Glyma.17G239200.1	DOF3.6	1147.0	1170.0
Glyma.17G239200.1	DOF3.6	641.0	672.0
Glyma.17G239200.1	DOF3.6	790.0	810.0
Glyma.17G239200.1	DOF3.6	1684.0	1705.0
Glyma.17G239200.1	DOF3.6	1803.0	1837.0
Glyma.17G239200.1	DOF4.2	386.0	396.0
Glyma.17G239200.1	DOF4.2	446.0	456.0
Glyma.17G239200.1	DOF4.2	1637.0	1647.0
Glyma.17G239200.1	DOF4.2	1687.0	1697.0
Glyma.17G239200.1	DOF4.5	386.0	398.0
Glyma.17G239200.1	DOF4.5	882.0	894.0
Glyma.17G239200.1	DOF5.1	308.0	326.0
Glyma.17G239200.1	DOF5.1	386.0	404.0
Glyma.17G239200.1	DOF5.1	446.0	464.0
Glyma.17G239200.1	DOF5.1	652.0	681.0
Glyma.17G239200.1	DOF5.1	794.0	812.0
Glyma.17G239200.1	DOF5.1	1778.0	1796.0
Glyma.17G239200.1	DOF5.1	1814.0	1832.0
Glyma.17G239200.1	DOF5.1	473.0	491.0
Glyma.17G239200.1	DOF5.1	1100.0	1136.0
Glyma.17G239200.1	DOF5.8	411.0	429.0
Glyma.17G239200.1	DOF5.8	473.0	496.0
Glyma.17G239200.1	DOF5.8	1093.0	1111.0
Glyma.17G239200.1	DOF5.8	1118.0	1142.0
Glyma.17G239200.1	DOF5.8	308.0	326.0
Glyma.17G239200.1	DOF5.8	386.0	404.0
Glyma.17G239200.1	DOF5.8	446.0	464.0
Glyma.17G239200.1	DOF5.8	646.0	671.0
Glyma.17G239200.1	DOF5.8	794.0	812.0
Glyma.17G239200.1	DOF5.8	1687.0	1705.0
Glyma.17G239200.1	DOF5.8	1814.0	1832.0
Glyma.17G239200.1	E2FD	36.0	50.0
Glyma.17G239200.1	E2FE	36.0	50.0
Glyma.17G239200.1	EFM	1030.0	1038.0
Glyma.17G239200.1	EIL3	1655.0	1662.0
Glyma.17G239200.1	EIL4	898.0	906.0
Glyma.17G239200.1	EmBP-1	566.0	573.0
Glyma.17G239200.1	FLC	650.0	663.0
Glyma.17G239200.1	FLC	1810.0	1823.0
Glyma.17G239200.1	FLC	63.0	76.0
Glyma.17G239200.1	GAF1	443.0	457.0
Glyma.17G239200.1	GAF1	1424.0	1438.0
Glyma.17G239200.1	GAF1	1685.0	1699.0
Glyma.17G239200.1	GAF1	479.0	493.0
Glyma.17G239200.1	GBF2	255.0	263.0
Glyma.17G239200.1	GBF2	784.0	792.0
Glyma.17G239200.1	GBF3	256.0	263.0
Glyma.17G239200.1	GBF3	785.0	792.0
Glyma.17G239200.1	GLYMA-08G357600	372.0	380.0
Glyma.17G239200.1	GLYMA-08G357600	432.0	440.0
Glyma.17G239200.1	GLYMA19G26560	1884.0	1891.0
Glyma.17G239200.1	GT-2	1106.0	1116.0
Glyma.17G239200.1	GT-2	1220.0	1230.0
Glyma.17G239200.1	GT-3a	1258.0	1271.0
Glyma.17G239200.1	Glyma19g26560.1	1884.0	1891.0
Glyma.17G239200.1	HAT1	980.0	987.0
Glyma.17G239200.1	HDG1	931.0	940.0
Glyma.17G239200.1	HDG1	350.0	359.0
Glyma.17G239200.1	HDG11	932.0	940.0
Glyma.17G239200.1	HDG7	350.0	359.0
Glyma.17G239200.1	HDG7	931.0	940.0
Glyma.17G239200.1	HHO2	630.0	637.0
Glyma.17G239200.1	HHO6	672.0	678.0
Glyma.17G239200.1	HRS1	667.0	678.0
Glyma.17G239200.1	HRS1	1027.0	1038.0
Glyma.17G239200.1	IDD11	1688.0	1699.0
Glyma.17G239200.1	IDD4	1636.0	1650.0
Glyma.17G239200.1	IDD4	1686.0	1700.0
Glyma.17G239200.1	IDD5	444.0	457.0
Glyma.17G239200.1	IDD6	443.0	458.0
Glyma.17G239200.1	IDD6	1685.0	1700.0
Glyma.17G239200.1	IDD7	1686.0	1699.0
Glyma.17G239200.1	JKD	1688.0	1699.0
Glyma.17G239200.1	KAN4	1030.0	1037.0
Glyma.17G239200.1	KAN4	1030.0	1037.0
Glyma.17G239200.1	KUA1	571.0	578.0
Glyma.17G239200.1	LHY	1741.0	1749.0
Glyma.17G239200.1	LjSGA_053525.1	1884.0	1891.0
Glyma.17G239200.1	LjSGA_053525.1	1882.0	1889.0
Glyma.17G239200.1	LjTCP20	1884.0	1891.0
Glyma.17G239200.1	MYB101	1025.0	1033.0
Glyma.17G239200.1	MYB113	95.0	104.0
Glyma.17G239200.1	MYB113	1024.0	1033.0
Glyma.17G239200.1	MYB33	1024.0	1033.0
Glyma.17G239200.1	MYB65	1025.0	1032.0
Glyma.17G239200.1	MYB81	1025.0	1033.0
Glyma.17G239200.1	NAC004	771.0	777.0
Glyma.17G239200.1	NAC004	1916.0	1922.0
Glyma.17G239200.1	NAC017	622.0	628.0
Glyma.17G239200.1	NAC025	1348.0	1355.0
Glyma.17G239200.1	NAC028	622.0	628.0
Glyma.17G239200.1	NAC031	64.0	82.0
Glyma.17G239200.1	NAC038	64.0	82.0
Glyma.17G239200.1	NAC045	223.0	230.0
Glyma.17G239200.1	NAC050	622.0	629.0
Glyma.17G239200.1	NAC053	771.0	777.0
Glyma.17G239200.1	NAC053	1916.0	1922.0
Glyma.17G239200.1	NAC055	1349.0	1356.0
Glyma.17G239200.1	NAC057	622.0	628.0
Glyma.17G239200.1	NAC058	64.0	82.0
Glyma.17G239200.1	NAC062	1379.0	1385.0
Glyma.17G239200.1	NAC062	1157.0	1163.0
Glyma.17G239200.1	NAC078	771.0	777.0
Glyma.17G239200.1	NAC078	1916.0	1922.0
Glyma.17G239200.1	NAC087	64.0	82.0
Glyma.17G239200.1	NAC096	622.0	628.0
Glyma.17G239200.1	NAC103	1278.0	1284.0
Glyma.17G239200.1	NAC105	223.0	231.0
Glyma.17G239200.1	NAC68	621.0	628.0
Glyma.17G239200.1	NAC68	874.0	881.0
Glyma.17G239200.1	NAC69	913.0	920.0
Glyma.17G239200.1	NLP7	206.0	213.0
Glyma.17G239200.1	NTL8	223.0	230.0
Glyma.17G239200.1	OsEIL3	1655.0	1662.0
Glyma.17G239200.1	OsFBH1	502.0	508.0
Glyma.17G239200.1	OsI_08196	1884.0	1891.0
Glyma.17G239200.1	OsI_08196	1882.0	1889.0
Glyma.17G239200.1	OsTRBF3	1717.0	1723.0
Glyma.17G239200.1	P0510F09.23	1717.0	1723.0
Glyma.17G239200.1	PHL1	1029.0	1040.0
Glyma.17G239200.1	PHL11	1029.0	1038.0
Glyma.17G239200.1	PHL11	1029.0	1038.0
Glyma.17G239200.1	PHL12	320.0	331.0
Glyma.17G239200.1	PHL12	1026.0	1037.0
Glyma.17G239200.1	PHL12	186.0	197.0
Glyma.17G239200.1	PHL2	672.0	678.0
Glyma.17G239200.1	PHL4	1029.0	1038.0
Glyma.17G239200.1	PHL4	1029.0	1038.0
Glyma.17G239200.1	PHL7	1026.0	1038.0
Glyma.17G239200.1	PI	650.0	663.0
Glyma.17G239200.1	PI	1683.0	1696.0
Glyma.17G239200.1	PI	1810.0	1823.0
Glyma.17G239200.1	PIF5	1844.0	1851.0
Glyma.17G239200.1	PK10344.1	1884.0	1891.0
Glyma.17G239200.1	PK19717.1	1883.0	1891.0
Glyma.17G239200.1	PK19717.1	1881.0	1890.0
Glyma.17G239200.1	PK21687.1	1719.0	1725.0
Glyma.17G239200.1	PK23829.1	571.0	577.0
Glyma.17G239200.1	PK23964.1	256.0	262.0
Glyma.17G239200.1	PK23964.1	568.0	574.0
Glyma.17G239200.1	PK23964.1	785.0	791.0
Glyma.17G239200.1	PK25870.1	1946.0	1952.0
Glyma.17G239200.1	PK28565.1	943.0	950.0
Glyma.17G239200.1	RAMOSA1	1949.0	1978.0
Glyma.17G239200.1	REF6	665.0	673.0
Glyma.17G239200.1	REV	1088.0	1104.0
Glyma.17G239200.1	REV	1308.0	1321.0
Glyma.17G239200.1	REV	1090.0	1103.0
Glyma.17G239200.1	REV	1307.0	1323.0
Glyma.17G239200.1	RIN	1810.0	1819.0
Glyma.17G239200.1	RVE1	1741.0	1749.0
Glyma.17G239200.1	RVE4	1581.0	1589.0
Glyma.17G239200.1	RVE4	392.0	400.0
Glyma.17G239200.1	RVE4	454.0	462.0
Glyma.17G239200.1	RVE7	1741.0	1749.0
Glyma.17G239200.1	RVE7L	1741.0	1749.0
Glyma.17G239200.1	RVE8	1741.0	1749.0
Glyma.17G239200.1	SGR5	1636.0	1648.0
Glyma.17G239200.1	SGR5	1687.0	1699.0
Glyma.17G239200.1	SGR5	890.0	902.0
Glyma.17G239200.1	SOC1	64.0	76.0
Glyma.17G239200.1	SOC1	191.0	203.0
Glyma.17G239200.1	SOC1	650.0	662.0
Glyma.17G239200.1	SOC1	1810.0	1822.0
Glyma.17G239200.1	SOL1	983.0	997.0
Glyma.17G239200.1	SOL1	1002.0	1016.0
Glyma.17G239200.1	SOL1	1348.0	1362.0
Glyma.17G239200.1	SOL1	1355.0	1369.0
Glyma.17G239200.1	SPL15B	647.0	653.0
Glyma.17G239200.1	SPL15B	1712.0	1718.0
Glyma.17G239200.1	SPL8A	526.0	534.0
Glyma.17G239200.1	SPL8B	526.0	534.0
Glyma.17G239200.1	SVP	647.0	662.0
Glyma.17G239200.1	SVP	1807.0	1822.0
Glyma.17G239200.1	SVP	191.0	206.0
Glyma.17G239200.1	StBRC1	1883.0	1890.0
Glyma.17G239200.1	StBRC1	1883.0	1889.0
Glyma.17G239200.1	TB1	1884.0	1892.0
Glyma.17G239200.1	TB1	1880.0	1889.0
Glyma.17G239200.1	TCP1	1881.0	1892.0
Glyma.17G239200.1	TCP1	1881.0	1891.0
Glyma.17G239200.1	TCP13	602.0	612.0
Glyma.17G239200.1	TCP13	1881.0	1891.0
Glyma.17G239200.1	TCP14	1874.0	1891.0
Glyma.17G239200.1	TCP14	1881.0	1898.0
Glyma.17G239200.1	TCP15	1881.0	1891.0
Glyma.17G239200.1	TCP15	1881.0	1891.0
Glyma.17G239200.1	TCP16	1884.0	1891.0
Glyma.17G239200.1	TCP17	1881.0	1891.0
Glyma.17G239200.1	TCP19	1884.0	1891.0
Glyma.17G239200.1	TCP2	1883.0	1890.0
Glyma.17G239200.1	TCP2	1883.0	1890.0
Glyma.17G239200.1	TCP20	1881.0	1891.0
Glyma.17G239200.1	TCP20	1881.0	1891.0
Glyma.17G239200.1	TCP21	1881.0	1891.0
Glyma.17G239200.1	TCP22	1881.0	1891.0
Glyma.17G239200.1	TCP23	1884.0	1891.0
Glyma.17G239200.1	TCP23	1882.0	1889.0
Glyma.17G239200.1	TCP24	1884.0	1891.0
Glyma.17G239200.1	TCP3	1884.0	1891.0
Glyma.17G239200.1	TCP4	1884.0	1891.0
Glyma.17G239200.1	TCP5	1884.0	1891.0
Glyma.17G239200.1	TCP7	1881.0	1891.0
Glyma.17G239200.1	TCP8	1884.0	1891.0
Glyma.17G239200.1	TCP9	1881.0	1891.0
Glyma.17G239200.1	TCP9	1881.0	1891.0
Glyma.17G239200.1	TCX2	1348.0	1362.0
Glyma.17G239200.1	TCX2	1450.0	1464.0
Glyma.17G239200.1	TCX2	1355.0	1369.0
Glyma.17G239200.1	TCX3	1455.0	1466.0
Glyma.17G239200.1	TCX3	180.0	191.0
Glyma.17G239200.1	TCX3	576.0	587.0
Glyma.17G239200.1	TCX6	1355.0	1369.0
Glyma.17G239200.1	TCX6	321.0	335.0
Glyma.17G239200.1	TCX6	1002.0	1016.0
Glyma.17G239200.1	TCX6	1158.0	1172.0
Glyma.17G239200.1	TCX6	1348.0	1362.0
Glyma.17G239200.1	TEIL	1655.0	1662.0
Glyma.17G239200.1	TGA6	608.0	617.0
Glyma.17G239200.1	TRB1	1716.0	1724.0
Glyma.17G239200.1	TRB2	511.0	521.0
Glyma.17G239200.1	TRB2	1714.0	1724.0
Glyma.17G239200.1	TRP1	1709.0	1729.0
Glyma.17G239200.1	TRP2	1710.0	1730.0
Glyma.17G239200.1	TRP5	1719.0	1725.0
Glyma.17G239200.1	TSO1	1001.0	1015.0
Glyma.17G239200.1	TSO1	1347.0	1361.0
Glyma.17G239200.1	TSO1	1930.0	1944.0
Glyma.17G239200.1	TSO1	1010.0	1024.0
Glyma.17G239200.1	VIT_15s0048g01150	1884.0	1891.0
Glyma.17G239200.1	WRKY11	203.0	213.0
Glyma.17G239200.1	WRKY11	274.0	284.0
Glyma.17G239200.1	WRKY11	913.0	923.0
Glyma.17G239200.1	WRKY11	1943.0	1953.0
Glyma.17G239200.1	WRKY12	1946.0	1953.0
Glyma.17G239200.1	WRKY14	914.0	923.0
Glyma.17G239200.1	WRKY14	1944.0	1953.0
Glyma.17G239200.1	WRKY14	203.0	212.0
Glyma.17G239200.1	WRKY14	274.0	283.0
Glyma.17G239200.1	WRKY15	1946.0	1953.0
Glyma.17G239200.1	WRKY17	914.0	923.0
Glyma.17G239200.1	WRKY17	203.0	212.0
Glyma.17G239200.1	WRKY17	274.0	283.0
Glyma.17G239200.1	WRKY17	890.0	899.0
Glyma.17G239200.1	WRKY2	1946.0	1952.0
Glyma.17G239200.1	WRKY20	203.0	210.0
Glyma.17G239200.1	WRKY20	274.0	281.0
Glyma.17G239200.1	WRKY20	916.0	923.0
Glyma.17G239200.1	WRKY21	913.0	923.0
Glyma.17G239200.1	WRKY21	203.0	213.0
Glyma.17G239200.1	WRKY21	274.0	284.0
Glyma.17G239200.1	WRKY22	914.0	923.0
Glyma.17G239200.1	WRKY22	203.0	212.0
Glyma.17G239200.1	WRKY22	274.0	283.0
Glyma.17G239200.1	WRKY23	916.0	923.0
Glyma.17G239200.1	WRKY23	203.0	210.0
Glyma.17G239200.1	WRKY23	274.0	281.0
Glyma.17G239200.1	WRKY24	203.0	213.0
Glyma.17G239200.1	WRKY24	274.0	284.0
Glyma.17G239200.1	WRKY24	913.0	923.0
Glyma.17G239200.1	WRKY24	1943.0	1953.0
Glyma.17G239200.1	WRKY25	1946.0	1953.0
Glyma.17G239200.1	WRKY26	913.0	923.0
Glyma.17G239200.1	WRKY26	203.0	213.0
Glyma.17G239200.1	WRKY26	274.0	284.0
Glyma.17G239200.1	WRKY27	203.0	213.0
Glyma.17G239200.1	WRKY27	274.0	284.0
Glyma.17G239200.1	WRKY27	913.0	923.0
Glyma.17G239200.1	WRKY27	1943.0	1953.0
Glyma.17G239200.1	WRKY28	1946.0	1952.0
Glyma.17G239200.1	WRKY29	914.0	922.0
Glyma.17G239200.1	WRKY29	204.0	212.0
Glyma.17G239200.1	WRKY29	275.0	283.0
Glyma.17G239200.1	WRKY3	913.0	923.0
Glyma.17G239200.1	WRKY3	203.0	213.0
Glyma.17G239200.1	WRKY3	274.0	284.0
Glyma.17G239200.1	WRKY30	1945.0	1953.0
Glyma.17G239200.1	WRKY30	203.0	211.0
Glyma.17G239200.1	WRKY31	1946.0	1953.0
Glyma.17G239200.1	WRKY33	914.0	923.0
Glyma.17G239200.1	WRKY33	203.0	212.0
Glyma.17G239200.1	WRKY33	274.0	283.0
Glyma.17G239200.1	WRKY38	1946.0	1953.0
Glyma.17G239200.1	WRKY42	203.0	210.0
Glyma.17G239200.1	WRKY42	1946.0	1953.0
Glyma.17G239200.1	WRKY45	913.0	922.0
Glyma.17G239200.1	WRKY45	204.0	213.0
Glyma.17G239200.1	WRKY45	275.0	284.0
Glyma.17G239200.1	WRKY46	203.0	212.0
Glyma.17G239200.1	WRKY46	1944.0	1953.0
Glyma.17G239200.1	WRKY47	274.0	282.0
Glyma.17G239200.1	WRKY47	915.0	923.0
Glyma.17G239200.1	WRKY50	205.0	213.0
Glyma.17G239200.1	WRKY50	276.0	284.0
Glyma.17G239200.1	WRKY50	913.0	921.0
Glyma.17G239200.1	WRKY53	1946.0	1952.0
Glyma.17G239200.1	WRKY55	203.0	211.0
Glyma.17G239200.1	WRKY55	915.0	923.0
Glyma.17G239200.1	WRKY59	913.0	922.0
Glyma.17G239200.1	WRKY59	204.0	213.0
Glyma.17G239200.1	WRKY59	275.0	284.0
Glyma.17G239200.1	WRKY6	203.0	210.0
Glyma.17G239200.1	WRKY6	1946.0	1953.0
Glyma.17G239200.1	WRKY60	1946.0	1952.0
Glyma.17G239200.1	WRKY62	275.0	282.0
Glyma.17G239200.1	WRKY65	914.0	923.0
Glyma.17G239200.1	WRKY65	1944.0	1953.0
Glyma.17G239200.1	WRKY65	203.0	212.0
Glyma.17G239200.1	WRKY65	274.0	283.0
Glyma.17G239200.1	WRKY7	203.0	213.0
Glyma.17G239200.1	WRKY7	274.0	284.0
Glyma.17G239200.1	WRKY7	913.0	923.0
Glyma.17G239200.1	WRKY70	203.0	212.0
Glyma.17G239200.1	WRKY70	1944.0	1953.0
Glyma.17G239200.1	WRKY71	913.0	922.0
Glyma.17G239200.1	WRKY71	204.0	213.0
Glyma.17G239200.1	WRKY71	275.0	284.0
Glyma.17G239200.1	WRKY75	1946.0	1952.0
Glyma.17G239200.1	WRKY8	913.0	923.0
Glyma.17G239200.1	WRKY8	203.0	213.0
Glyma.17G239200.1	WRKY8	274.0	284.0
Glyma.17G239200.1	YAB4	571.0	581.0
Glyma.17G239200.1	ZHD1	1402.0	1410.0
Glyma.17G239200.1	ZHD1	1309.0	1317.0
Glyma.17G239200.1	ZHD1	1765.0	1773.0
Glyma.17G239200.1	ZHD10	1766.0	1773.0
Glyma.17G239200.1	ZHD10	1308.0	1315.0
Glyma.17G239200.1	ZHD14	1026.0	1036.0
Glyma.17G239200.1	ZHD6	1761.0	1772.0
Glyma.17G239200.1	ZHD6	1309.0	1320.0
Glyma.17G239200.1	ZHD6	1403.0	1414.0
Glyma.17G239200.1	ZHD9	1084.0	1098.0
Glyma.17G239200.1	ZHD9	1395.0	1409.0
Glyma.17G239200.1	ZHD9	1766.0	1780.0
Glyma.17G239200.1	Zm00001d027846	388.0	395.0
Glyma.17G239200.1	Zm00001d027846	448.0	455.0
Glyma.17G239200.1	Zm00001d027846	1681.0	1688.0
Glyma.17G239200.1	Zm00001d027846	482.0	489.0
Glyma.17G239200.1	ZmbZIP25	607.0	616.0
Glyma.17G239200.1	ZmbZIP57	608.0	617.0
Glyma.17G239200.1	ZmbZIP72	607.0	616.0
Glyma.17G239200.1	bHLH112	502.0	508.0
Glyma.17G239200.1	bHLH130	501.0	508.0
Glyma.17G239200.1	bHLH80	500.0	508.0
Glyma.17G239200.1	cassava45561.m1	1883.0	1891.0
Glyma.17G239200.1	estExt_Genewise1.C_2060077	567.0	573.0
Glyma.17G239200.1	estExt_Genewise1.C_2060077	784.0	790.0
Glyma.17G239200.1	squamosa	1763.0	1775.0
Glyma.17G239200.1	squamosa	1810.0	1822.0
Glyma.17G239200.1	squamosa	64.0	76.0
Glyma.18G056600.1	ABF3	877.0	883.0
Glyma.18G056600.1	ABI5	877.0	884.0
Glyma.18G056600.1	AG	467.0	482.0
Glyma.18G056600.1	AGL13	465.0	482.0
Glyma.18G056600.1	AGL13	1038.0	1055.0
Glyma.18G056600.1	AGL13	1379.0	1396.0
Glyma.18G056600.1	AGL15	1651.0	1666.0
Glyma.18G056600.1	AGL16	1381.0	1395.0
Glyma.18G056600.1	AGL27	1039.0	1052.0
Glyma.18G056600.1	AGL27	1380.0	1393.0
Glyma.18G056600.1	AGL27	1158.0	1171.0
Glyma.18G056600.1	AGL27	1654.0	1667.0
Glyma.18G056600.1	AGL6	1651.0	1669.0
Glyma.18G056600.1	AGL6	464.0	482.0
Glyma.18G056600.1	AGL6	1378.0	1396.0
Glyma.18G056600.1	AGL63	467.0	481.0
Glyma.18G056600.1	AGL63	1040.0	1054.0
Glyma.18G056600.1	AHL12	349.0	356.0
Glyma.18G056600.1	AHL12	349.0	356.0
Glyma.18G056600.1	AHL13	1203.0	1210.0
Glyma.18G056600.1	AHL20	218.0	225.0
Glyma.18G056600.1	AHL20	374.0	381.0
Glyma.18G056600.1	AHL20	393.0	400.0
Glyma.18G056600.1	AHL20	1131.0	1138.0
Glyma.18G056600.1	AHL20	1187.0	1194.0
Glyma.18G056600.1	AHL25	374.0	381.0
Glyma.18G056600.1	AHL25	374.0	381.0
Glyma.18G056600.1	ANL2	1456.0	1465.0
Glyma.18G056600.1	AP1	1477.0	1490.0
Glyma.18G056600.1	AP1	1654.0	1666.0
Glyma.18G056600.1	AP1	459.0	479.0
Glyma.18G056600.1	AP1	1040.0	1053.0
Glyma.18G056600.1	AP1	1381.0	1393.0
Glyma.18G056600.1	AP3	1654.0	1666.0
Glyma.18G056600.1	AP3	1381.0	1393.0
Glyma.18G056600.1	ARF18	1712.0	1719.0
Glyma.18G056600.1	ASR1	1319.0	1327.0
Glyma.18G056600.1	ASR3	962.0	970.0
Glyma.18G056600.1	AT1G72740	1247.0	1257.0
Glyma.18G056600.1	AT2G38090	1140.0	1152.0
Glyma.18G056600.1	AT2G38300	119.0	128.0
Glyma.18G056600.1	AT2G38300	1415.0	1424.0
Glyma.18G056600.1	AT2G40260	119.0	128.0
Glyma.18G056600.1	AT2G40260	1415.0	1424.0
Glyma.18G056600.1	AT3G10030	138.0	145.0
Glyma.18G056600.1	AT3G10580	162.0	175.0
Glyma.18G056600.1	AT3G10580	1139.0	1152.0
Glyma.18G056600.1	AT3G10580	1897.0	1910.0
Glyma.18G056600.1	AT4G12670	376.0	404.0
Glyma.18G056600.1	AT4G12670	1821.0	1849.0
Glyma.18G056600.1	AT5G47660	5.0	11.0
Glyma.18G056600.1	AT5G56840	1139.0	1152.0
Glyma.18G056600.1	AT5G61620	1139.0	1152.0
Glyma.18G056600.1	ATHB-13	1118.0	1125.0
Glyma.18G056600.1	ATHB-15	1118.0	1130.0
Glyma.18G056600.1	ATHB-16	1118.0	1125.0
Glyma.18G056600.1	ATHB-20	1118.0	1125.0
Glyma.18G056600.1	ATHB-20	349.0	356.0
Glyma.18G056600.1	ATHB-40	1116.0	1126.0
Glyma.18G056600.1	ATHB-40	1118.0	1128.0
Glyma.18G056600.1	ATHB-51	1119.0	1126.0
Glyma.18G056600.1	ATHB-53	1118.0	1126.0
Glyma.18G056600.1	ATHB-53	348.0	356.0
Glyma.18G056600.1	ATHB-X	348.0	356.0
Glyma.18G056600.1	ATHB-X	1118.0	1126.0
Glyma.18G056600.1	At3g11280	1139.0	1152.0
Glyma.18G056600.1	BPC5	817.0	846.0
Glyma.18G056600.1	BPC6	1335.0	1355.0
Glyma.18G056600.1	BZIP11	876.0	888.0
Glyma.18G056600.1	BZIP16	876.0	885.0
Glyma.18G056600.1	BZIP2	876.0	888.0
Glyma.18G056600.1	BZIP28	876.0	885.0
Glyma.18G056600.1	BZIP3	876.0	888.0
Glyma.18G056600.1	BZIP44	876.0	888.0
Glyma.18G056600.1	BZIP48	877.0	888.0
Glyma.18G056600.1	BZIP53	876.0	888.0
Glyma.18G056600.1	BZIP68	876.0	885.0
Glyma.18G056600.1	CCA1	1718.0	1725.0
Glyma.18G056600.1	CDF5	1040.0	1060.0
Glyma.18G056600.1	CDF5	1093.0	1113.0
Glyma.18G056600.1	CDF5	1393.0	1413.0
Glyma.18G056600.1	CDF5	1427.0	1448.0
Glyma.18G056600.1	CDF5	771.0	791.0
Glyma.18G056600.1	CDF5	1470.0	1496.0
Glyma.18G056600.1	CRF2	1855.0	1862.0
Glyma.18G056600.1	DF1	4.0	11.0
Glyma.18G056600.1	DOF1.5	1476.0	1497.0
Glyma.18G056600.1	DOF1.5	1039.0	1054.0
Glyma.18G056600.1	DOF1.5	1426.0	1441.0
Glyma.18G056600.1	DOF1.7	782.0	792.0
Glyma.18G056600.1	DOF1.7	1481.0	1497.0
Glyma.18G056600.1	DOF1.7	1039.0	1049.0
Glyma.18G056600.1	DOF3.2	1041.0	1056.0
Glyma.18G056600.1	DOF3.2	1474.0	1495.0
Glyma.18G056600.1	DOF3.4	1033.0	1049.0
Glyma.18G056600.1	DOF3.4	1340.0	1356.0
Glyma.18G056600.1	DOF3.4	1386.0	1402.0
